Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
CLIP,"CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image",https://github.com/openai/CLIP,16-12-2020,1531,23-07-2024,216,Jupyter Notebook,28,0,412,189
helm,The Kubernetes Package Manager,https://github.com/helm/helm,06-10-2015,3429,23-02-2025,1,Go,3853,204,7941,7559
textual,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,https://github.com/Textualize/textual,08-04-2021,1418,22-02-2025,2,Python,2022,166,2106,1938
vnpy,基于Python的开源量化交易平台开发框架,https://github.com/vnpy/vnpy,02-03-2015,3647,12-02-2025,12,Python,1043,62,2076,2070
Daily-Interview-Question,我是依扬（木易杨），公众号「高级前端进阶」作者，每天搞定一道前端大厂面试题，祝大家天天进步，一年后会看到不一样的自己。,https://github.com/Advanced-Frontend/Daily-Interview-Question,19-01-2019,2228,09-11-2020,1568,JavaScript,15,0,560,298
ResumeSample,Resume template for Chinese programmers . 程序员简历模板系列。包括PHP程序员简历模板、iOS程序员简历模板、Android程序员简历模板、Web前端程序员简历模板、Java程序员简历模板、C/C++程序员简历模板、NodeJS程序员简历模板、架构师简历模板以及通用程序员简历模板,https://github.com/geekcompany/ResumeSample,08-09-2014,3822,14-08-2024,194,N/A,2,0,0,0
python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,https://github.com/google/python-fire,21-02-2017,2925,01-02-2025,23,Python,118,11,326,198
motion,A modern animation library for React and JavaScript,https://github.com/motiondivision/motion,16-11-2018,2292,21-02-2025,3,TypeScript,971,0,1749,1499
underscore,JavaScript's utility _ belt,https://github.com/jashkenas/underscore,25-10-2009,5601,16-10-2024,131,JavaScript,746,0,1424,1394
Python-programming-exercises,100+ Python challenging programming exercises,https://github.com/zhiwehu/Python-programming-exercises,14-06-2012,4638,07-04-2024,323,N/A,0,0,85,17
Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens.",https://github.com/XTLS/Xray-core,09-11-2020,1568,24-02-2025,0,Go,851,78,2365,2355
aos,Animate on scroll library,https://github.com/michalsnik/aos,09-07-2015,3518,26-03-2024,335,JavaScript,38,0,700,360
Jobs_Applier_AI_Agent_AIHawk,"Jobs_Applier_AI_Agent_AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.",https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,04-08-2024,204,02-02-2025,22,Python,185,0,681,653
weui,"A UI library by WeChat official design team, includes the most useful widgets/modules in mobile web applications.",https://github.com/Tencent/weui,18-12-2014,3721,23-12-2024,63,HTML,203,51,668,615
ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",https://github.com/ghostty-org/ghostty,29-03-2022,1063,23-02-2025,1,Zig,2005,1,1618,1484
Retrieval-based-Voice-Conversion-WebUI,Easily train a good VC model with voice data <= 10 mins!,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,27-03-2023,700,24-11-2024,92,Python,477,7,1779,1274
mindsdb,AGI's query engine - Platform for building AI that can learn and answer questions over federated data.,https://github.com/mindsdb/mindsdb,02-08-2018,2398,23-02-2025,1,Python,4798,283,4105,4026
it-tools,"Collection of handy online tools for developers, with great UX. ",https://github.com/CorentinTh/it-tools,05-04-2020,1786,19-02-2025,5,Vue,489,10,556,190
TrackersListCollection,🎈 Updated daily! A list of popular BitTorrent Trackers! / 每天更新！全网热门 BT Tracker 列表！,https://github.com/XIU2/TrackersListCollection,03-10-2019,1971,24-02-2025,0,N/A,5,0,0,0
dragonfly,A modern replacement for Redis and Memcached,https://github.com/dragonflydb/dragonfly,11-12-2021,1171,23-02-2025,1,C++,2741,91,1463,1263
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,"aka ""Bayesian Methods for Hackers"": An introduction to Bayesian methods + probabilistic programming with a computation/understanding-first, mathematics-second point of view. All in pure Python ;)  ",https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,14-01-2013,4424,25-06-2024,244,Jupyter Notebook,243,0,245,90
awesome-sysadmin,A curated list of amazingly awesome open-source sysadmin resources.,https://github.com/awesome-foss/awesome-sysadmin,23-12-2014,3716,18-08-2024,190,N/A,317,0,100,86
AdGuardHome,Network-wide ads & trackers blocking DNS server,https://github.com/AdguardTeam/AdGuardHome,06-07-2016,3155,20-02-2025,4,Go,122,195,5561,4538
dnSpy,.NET debugger and assembly editor,https://github.com/dnSpy/dnSpy,01-07-2015,3526,20-12-2020,1527,C#,53,1,0,0
mongoose,MongoDB object modeling designed to work in an asynchronous environment.,https://github.com/Automattic/mongoose,06-04-2010,5438,23-02-2025,1,JavaScript,3252,176,10957,10742
firecracker,Secure and fast microVMs for serverless computing.,https://github.com/firecracker-microvm/firecracker,19-10-2017,2685,21-02-2025,3,Rust,2918,75,1432,1372
JCSprout,"👨‍🎓 Java Core Sprout : basic, concurrent, algorithm ",https://github.com/crossoverJie/JCSprout,17-12-2017,2626,21-05-2024,279,Java,69,0,89,59
Tvlist-awesome-m3u-m3u8,直播源相关资源汇总 📺 💯 IPTV、M3U —— 勤洗手、戴口罩，祝愿所有人百毒不侵,https://github.com/imDazui/Tvlist-awesome-m3u-m3u8,18-02-2017,2928,24-12-2023,428,N/A,1,0,70,47
commander.js,node.js command-line interfaces made easy,https://github.com/tj/commander.js,14-08-2011,4943,15-02-2025,9,JavaScript,784,82,1105,1100
crewAI,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",https://github.com/crewAIInc/crewAI,27-10-2023,486,22-02-2025,2,Python,572,76,1137,1024
turborepo,"Build system optimized for JavaScript and TypeScript, written in Rust",https://github.com/vercel/turborepo,05-10-2021,1238,21-02-2025,3,Rust,5758,464,1836,1707
Web,千古前端图文教程，超详细的前端入门到进阶知识库。从零开始学前端，做一名精致优雅的前端工程师。,https://github.com/qianguyihao/Web,03-01-2017,2974,10-09-2024,167,N/A,0,0,212,152
python-telegram-bot,We have made you a wrapper you can't refuse,https://github.com/python-telegram-bot/python-telegram-bot,07-07-2015,3520,22-02-2025,2,Python,1527,121,2222,2206
tdesktop,Telegram Desktop messaging app,https://github.com/telegramdesktop/tdesktop,02-05-2014,3951,20-02-2025,4,C++,1629,770,14699,13839
firecrawl,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API.",https://github.com/mendableai/firecrawl,15-04-2024,315,23-02-2025,1,TypeScript,449,12,484,385
swagger-ui,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",https://github.com/swagger-api/swagger-ui,15-07-2011,4973,21-02-2025,3,JavaScript,3206,351,5551,4389
legacy-homebrew,💀 The former home of Homebrew/homebrew (deprecated),https://github.com/Homebrew/legacy-homebrew,20-05-2009,5759,04-05-2023,662,N/A,222,0,17029,17029
codemirror5,"In-browser code editor (version 5, legacy)",https://github.com/codemirror/codemirror5,14-01-2011,5155,05-12-2024,81,JavaScript,594,173,4195,3788
redash,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",https://github.com/getredash/redash,28-10-2013,4137,18-02-2025,6,Python,3222,99,2534,1940
coder2gwy,互联网首份程序员考公指南，由3位已经进入体制内的前大厂程序员联合献上。,https://github.com/coder2gwy/coder2gwy,30-12-2020,1517,11-02-2022,1109,N/A,2,0,155,28
wails,Create beautiful applications using Go,https://github.com/wailsapp/wails,15-12-2018,2263,23-02-2025,1,Go,1377,227,1928,1675
Avalonia,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology",https://github.com/AvaloniaUI/Avalonia,05-12-2013,4099,24-02-2025,0,C#,5099,98,7510,5921
ace,Ace (Ajax.org Cloud9 Editor),https://github.com/ajaxorg/ace,27-10-2010,5234,21-02-2025,3,JavaScript,1855,97,3127,3042
rethinkdb,The open-source database for the realtime web.,https://github.com/rethinkdb/rethinkdb,30-10-2012,4500,15-11-2024,101,C++,460,72,6392,5047
headlessui,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",https://github.com/tailwindlabs/headlessui,16-09-2020,1622,21-02-2025,3,TypeScript,590,120,1348,1254
kit,A standard library for microservices.,https://github.com/go-kit/kit,03-02-2015,3674,19-07-2024,220,Go,479,13,567,527
angular-cli,CLI tool for Angular,https://github.com/angular/angular-cli,04-06-2015,3553,23-02-2025,1,TypeScript,11065,795,15793,15514
anoma,Reference implementation of Anoma,https://github.com/anoma/anoma,02-02-2021,1483,21-02-2025,3,Elixir,720,7,627,513
rust-course,"“连续八年成为全世界最受喜爱的语言，无 GC 也无需手动内存管理、极高的性能和安全性、过程/OO/函数式编程、优秀的包管理、JS 未来基石"" — 工作之余的第二语言来试试 Rust 吧。本书拥有全面且深入的讲解、生动贴切的示例、德芙般丝滑的内容，这可能是目前最用心的 Rust 中文学习教程 / Book ",https://github.com/sunface/rust-course,07-08-2018,2393,09-01-2025,46,Rust,749,0,206,148
mongo,The MongoDB Database,https://github.com/mongodb/mongo,15-01-2009,5884,05-02-2025,19,C++,125,0,0,0
k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",https://github.com/grafana/k6,21-03-2016,3262,21-02-2025,3,Go,1921,68,2218,1525
vue-vben-admin,"A modern vue admin panel built with Vue3, Shadcn UI, Vite, TypeScript, and Monorepo. It's fast!",https://github.com/vbenjs/vue-vben-admin,11-07-2020,1689,23-02-2025,1,Vue,1426,54,3106,3041
Faker,Faker is a PHP library that generates fake data for you,https://github.com/fzaninotto/Faker,14-10-2011,4882,20-03-2024,341,PHP,823,12,570,494
taichi,"Productive, portable, and performant GPU programming in Python.",https://github.com/taichi-dev/taichi,24-11-2016,3014,06-01-2025,49,C++,5154,117,2681,1867
gitflow,Git extensions to provide high-level repository operations for Vincent Driessen's branching model.,https://github.com/nvie/gitflow,20-01-2010,5514,03-03-2024,358,Shell,36,0,364,126
openssl,TLS/SSL and crypto library,https://github.com/openssl/openssl,15-01-2013,4423,22-02-2025,2,C,144,274,10318,8687
hangzhou_house_knowledge,"2017年买房经历总结出来的买房购房知识分享给大家，希望对大家有所帮助。买房不易，且买且珍惜。Sharing the knowledge of buy an own house that according  to the experience at hangzhou in 2017 to all the people. It's not easy to buy a own house, so I hope that it would be useful to everyone.",https://github.com/houshanren/hangzhou_house_knowledge,24-02-2018,2557,28-02-2022,1092,CSS,6,0,148,49
data-engineer-handbook,This is a repo with links to everything you'd ever want to learn about data engineering,https://github.com/DataExpert-io/data-engineer-handbook,19-11-2023,463,22-02-2025,2,Jupyter Notebook,141,0,44,35
duckdb,DuckDB is an analytical in-process SQL database management system,https://github.com/duckdb/duckdb,26-06-2018,2435,22-02-2025,2,C++,7120,46,5566,5252
fastai,The fastai deep learning library,https://github.com/fastai/fastai,09-09-2017,2725,14-12-2024,72,Jupyter Notebook,1683,55,1807,1594
xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",https://github.com/dmlc/xgboost,06-02-2014,4036,23-02-2025,1,C++,4686,62,5402,5025
react-virtualized,React components for efficiently rendering large lists and tabular data,https://github.com/bvaughn/react-virtualized,03-11-2015,3401,20-01-2025,35,JavaScript,454,6,1217,1214
so-vits-svc,SoftVC VITS Singing Voice Conversion,https://github.com/svc-develop-team/so-vits-svc,10-03-2023,717,11-11-2023,471,Python,153,0,129,108
Rectangle,Move and resize windows on macOS with keyboard shortcuts and snap areas,https://github.com/rxhanson/Rectangle,21-06-2019,2075,10-02-2025,14,Swift,252,89,665,570
vagrant,Vagrant is a tool for building and distributing development environments.,https://github.com/hashicorp/vagrant,21-01-2010,5513,20-02-2025,4,Ruby,2712,134,9563,8887
30-Days-Of-React,30 Days of  React challenge is a step by step guide to learn React in 30 days.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,https://github.com/Asabeneh/30-Days-Of-React,29-09-2020,1609,11-02-2025,13,JavaScript,10,0,77,18
drizzle-orm,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅",https://github.com/drizzle-team/drizzle-orm,24-06-2021,1341,24-02-2025,0,TypeScript,565,128,2680,1565
nodemon,Monitor for any changes in your node.js application and automatically restart the server - perfect for development,https://github.com/remy/nodemon,03-10-2010,5258,19-02-2025,5,JavaScript,308,102,1672,1670
cascadia-code,"This is a fun, new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.",https://github.com/microsoft/cascadia-code,10-07-2019,2056,11-02-2025,13,Python,84,20,638,496
vscodium,binary releases of VS Code without MS branding/telemetry/licensing,https://github.com/VSCodium/vscodium,13-08-2018,2387,14-02-2025,10,Shell,486,212,1381,1262
create-t3-app,"The best way to start a full-stack, typesafe Next.js app ",https://github.com/t3-oss/create-t3-app,24-05-2022,1007,12-01-2025,43,TypeScript,1087,135,706,647
srs,"SRS is a simple, high-efficiency, real-time media server supporting RTMP, WebRTC, HLS, HTTP-FLV, HTTP-TS, SRT, MPEG-DASH, and GB28181.",https://github.com/ossrs/srs,29-04-2015,3589,20-02-2025,4,C++,465,66,1461,1260
spleeter,Deezer source separation library including pretrained models.,https://github.com/deezer/spleeter,26-09-2019,1978,24-01-2025,31,Python,51,2,784,561
kitty,"Cross-platform, fast, feature-rich, GPU based terminal",https://github.com/kovidgoyal/kitty,16-10-2016,3053,24-02-2025,0,Python,1080,121,5897,5883
GoodbyeDPI,GoodbyeDPI — Deep Packet Inspection circumvention utility (for Windows),https://github.com/ValdikSS/GoodbyeDPI,16-05-2017,2841,06-11-2024,110,C,24,30,695,566
MinerU,A high-quality tool for convert PDF to Markdown and JSON.一站式开源高质量数据提取工具，将PDF转换成Markdown和JSON格式。,https://github.com/opendatalab/MinerU,29-02-2024,361,24-02-2025,0,Python,600,91,1004,942
khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",https://github.com/khoj-ai/khoj,16-08-2021,1288,18-02-2025,6,Python,446,127,517,449
